firm_id,month,nace_code.x,region_code.x,employees_monthly,nace_code.y,region_code.y,turnover_monthly,region_code,nace_code,legal_form,employees_firm,foundation_year,revenue_last_year,turnover_yoy,emp_growth,productivity,month_num,seasonal_index
F01481,2023-06-01,C10,R01,20,C10,R01,21305.24,R01,C10,Einzelunternehmen,34,1970,750051.63,NA,-0.25925925925925924,1065.2620000000002,6,0.44861189819197017
F01482,2023-06-01,C10,R02,18,C10,R02,21949.68,R02,C10,GmbH,19,1966,60759.66,NA,0.38461538461538464,1219.4266666666667,6,0.523436380924794
F01483,2023-06-01,C10,R10,23,C10,R10,131920.53,R10,C10,AG,28,1982,10199.8,NA,0.21052631578947367,5735.675217391305,6,2.0783544515138375
F01484,2023-06-01,C29,R09,22,C29,R09,42124.39,R09,C29,OHG,25,1977,119907.58,NA,0.1,1914.745,6,1.2223717731577877
F01485,2023-06-01,I56,R01,28,I56,R01,15245.39,R01,I56,KG,30,1985,80199.82,NA,0.037037037037037035,544.4782142857142,6,0.3719868191446921
F01486,2023-06-01,G47,R08,24,G47,R08,86656.72,R08,G47,AG,21,1976,269965.27,NA,-0.07692307692307693,3610.6966666666667,6,1.7103065958044785
F01487,2023-06-01,G47,R03,21,G47,R03,15611.19,R03,G47,KG,21,1984,936084.15,NA,0.10526315789473684,743.39,6,0.38662193597300676
F01488,2023-06-01,G47,R07,25,G47,R07,43183.08,R07,G47,GmbH,31,2020,116708.62,NA,0.5625,1727.3232,6,0.47905954826471914
F01489,2023-06-01,C29,R02,15,C29,R02,6172.16,R02,C29,AG,36,1986,339354.8,NA,-0.2857142857142857,411.4773333333333,6,0.12297982023600541
F01490,2023-06-01,I56,R07,16,I56,R07,16277.31,R07,I56,GmbH,28,2022,55471.58,NA,-0.058823529411764705,1017.331875,6,0.3374100840342812
F01491,2023-06-01,I55,R01,26,I55,R01,26477.68,R01,I55,AG,24,1998,121677.03,NA,0.08333333333333333,1018.3723076923077,6,0.3670381405172281
F01492,2023-06-01,G47,R08,23,G47,R08,44796.54,R08,G47,GmbH,19,1965,72860.98,NA,-0.041666666666666664,1947.675652173913,6,1.0884629966485873
F01493,2023-06-01,G47,R02,23,G47,R02,21378.23,R02,G47,KG,23,1976,178042.21,NA,0,929.4882608695652,6,0.5553492362341262
F01494,2023-06-01,C10,R01,17,C10,R01,32048.67,R01,C10,Einzelunternehmen,30,1998,152149.89,NA,0,1885.215882352941,6,0.5281556821124972
F01495,2023-06-01,G47,R07,17,G47,R07,83675.11,R07,G47,AG,26,1970,160330.71,NA,-0.37037037037037035,4922.065294117647,6,2.2820724163058257
F01496,2023-06-01,G47,R04,24,G47,R04,12720.072786885248,R04,G47,AG,21,2016,160385.09,NA,0.5,530.0030327868853,6,0.2045093968645592
F01497,2023-06-01,I55,R01,18,I55,R01,37557.85,R01,I55,AG,27,2013,111867.25,NA,-0.3076923076923077,2086.547222222222,6,0.8319402108791603
F01498,2023-06-01,H49,R09,23,H49,R09,72717.94,R09,H49,AG,17,2020,185698.91,NA,-0.14814814814814814,3161.6495652173912,6,1.8993804756617771
F01499,2023-06-01,C29,R09,17,C29,R09,166833.32,R09,C29,Einzelunternehmen,35,1994,171546.94,NA,-0.22727272727272727,9813.724705882354,6,3.386778128780574
F01500,2023-06-01,C10,R09,26,C10,R09,63733.68,R09,C10,KG,34,2006,498063.4,NA,0.4444444444444444,2451.2953846153846,6,1.3332196988205445
F00001,2023-07-01,C29,R04,25,C29,R04,12551.81,R04,C29,OHG,35,1967,405111.53,NA,0.7857142857142857,502.07239999999996,7,0.2650996992819527
F00002,2023-07-01,G47,R10,23,G47,R10,101163.89,R10,G47,GmbH,21,2011,60898.36,NA,0.6428571428571429,4398.43,7,2.2429687788837502
F00003,2023-07-01,C29,R01,22,C29,R01,53749.81,R01,C29,AG,24,2013,76183.56,NA,0,2443.1731818181815,7,1.1423798364038988
F00004,2023-07-01,C10,R07,21,C10,R07,59260.59,R07,C10,AG,24,1977,67499.03,NA,0.5,2821.932857142857,7,1.7138270815048349
F00005,2023-07-01,G47,R10,21,G47,R10,32118.33,R10,G47,KG,30,1985,56143.11,NA,-0.25,1529.4442857142858,7,0.6077486590209411
F00006,2023-07-01,H49,R01,26,H49,R01,38072.58,R01,H49,OHG,23,2016,216785.71,NA,0.625,1464.3300000000002,7,0.935122581403665
F00007,2023-07-01,H49,R04,12,H49,R04,32836.13,R04,H49,KG,19,1968,26861.2,NA,-0.5,2736.3441666666663,7,0.7639766740948345
F00008,2023-07-01,G47,R07,26,G47,R07,24422.64,R07,G47,OHG,27,1999,638960.85,NA,1,939.3323076923077,7,0.39752631994509563
F00009,2023-07-01,I55,R05,16,I55,R05,15222.48,R05,I55,GmbH,25,1969,459039.73,NA,0.23076923076923078,951.405,7,0.40348022304863096
F00010,2023-07-01,I55,R07,17,I55,R07,36085.06,R07,I55,AG,37,1984,220313.93,NA,-0.22727272727272727,2122.650588235294,7,0.6600498255462269
F00011,2023-07-01,G47,R05,14,G47,R05,40163.43,R05,G47,AG,33,1968,247689.39,NA,-0.5172413793103449,2868.816428571429,7,0.8940907396772476
F00012,2023-07-01,C10,R01,25,C10,R01,94836.26,R01,C10,GmbH,29,2008,381834.04,NA,0.5625,3793.4503999999997,7,1.8468450247376282
F00013,2023-07-01,G47,R09,24,G47,R09,34786.26,R09,G47,Einzelunternehmen,12,1983,36311.66,NA,0.3333333333333333,1449.4275,7,0.8412993656221479
F00014,2023-07-01,C10,R06,25,C10,R06,19137.5,R06,C10,KG,24,1989,548699.74,NA,0.25,765.5,7,0.3748349277004026
F00015,2023-07-01,I56,R08,16,I56,R08,118870.62,R08,I56,AG,22,2018,129065.36,NA,-0.23809523809523808,7429.41375,7,1.95440124153512
F00016,2023-07-01,I56,R03,23,I56,R03,87099.52,R03,I56,AG,27,1977,226567.96,NA,0.15,3786.9356521739132,7,1.4017127409403187
F00017,2023-07-01,I56,R03,20,I56,R03,42854.44,R03,I56,Einzelunternehmen,22,2007,97406.19,NA,-0.13043478260869565,2142.722,7,0.7564084634367204
F00018,2023-07-01,C10,R02,29,C10,R02,39724.56,R02,C10,KG,27,1995,110755.1,NA,0.2608695652173913,1369.8124137931034,7,1.0098377119649955
F00019,2023-07-01,I56,R03,23,I56,R03,143393.58,R03,I56,GmbH,30,2010,317183.31,NA,0.7692307692307693,6234.503478260869,7,2.713876564251302
F00020,2023-07-01,I55,R05,15,I55,R05,42939.49,R05,I55,Einzelunternehmen,32,2001,89030.48,NA,-0.375,2862.6326666666664,7,0.9480498988388862
F00021,2023-07-01,I56,R04,16,I56,R04,88711.26,R04,I56,GmbH,22,1996,1640373.85,NA,0.06666666666666667,5544.45375,7,2.4238590575076366
F00022,2023-07-01,I55,R10,30,I55,R10,22119.6,R10,I55,AG,28,1967,679137.85,NA,0.7647058823529411,737.3199999999999,7,0.35912779075914364
F00023,2023-07-01,C29,R02,19,C29,R02,10237.51,R02,C29,OHG,26,1983,219015.96,NA,0,538.8163157894737,7,0.17987016856534316
F00024,2023-07-01,H49,R01,17,H49,R01,37564.13,R01,H49,GmbH,29,1996,481662.41,NA,-0.15,2209.6547058823526,7,0.6353420028324522
F00025,2023-07-01,H49,R03,23,H49,R03,12732.66,R03,H49,OHG,20,1973,370027.32,NA,0.09523809523809523,553.5939130434782,7,0.20942424107145244
F00026,2023-07-01,G47,R02,25,G47,R02,24268.89,R02,G47,Einzelunternehmen,23,1995,154668.02,NA,0.3157894736842105,970.7556,7,0.3084664242602547
F00027,2023-07-01,C10,R02,14,C10,R02,79929.1,R02,C10,KG,26,2014,559165.65,NA,-0.3333333333333333,5709.221428571429,7,1.353289770953593
F00028,2023-07-01,G47,R09,14,G47,R09,32757.65,R09,G47,KG,26,2011,126278.09,NA,-0.5,2339.832142857143,7,0.7169857298441368
F00029,2023-07-01,C29,R01,22,C29,R01,66714.05,R01,C29,AG,23,1979,8343.16,NA,0.4666666666666667,3032.456818181818,7,1.3343377983122815
F00030,2023-07-01,C10,R04,13,C10,R04,31654.72,R04,C10,Einzelunternehmen,28,1977,116878.78,NA,-0.23529411764705882,2434.9784615384615,7,0.7975092867215061
F00031,2023-07-01,I56,R08,16,I56,R08,89128.33,R08,I56,OHG,28,2016,367263.83,NA,-0.3333333333333333,5570.520625,7,1.9901288204370646
F00032,2023-07-01,C29,R04,20,C29,R04,87711.23,R04,C29,Einzelunternehmen,18,1967,1009987.65,NA,-0.25925925925925924,4385.5615,7,1.7316033095448236
F00033,2023-07-01,I56,R10,17,I56,R10,6816.81,R10,I56,GmbH,22,1992,403504.75,NA,0.4166666666666667,400.9888235294118,7,0.17137441274596585
F00034,2023-07-01,C29,R07,25,C29,R07,15926.26,R07,C29,AG,25,2012,1099263.39,NA,0.13636363636363635,637.0504,7,0.370068719771096
F00035,2023-07-01,C10,R03,22,C10,R03,69651.66,R03,C10,GmbH,21,1988,204706.61,NA,0.1,3165.9845454545457,7,1.11453365925443
F00036,2023-07-01,H49,R09,25,H49,R09,54678.29,R09,H49,AG,26,2009,132379.37,NA,0.3888888888888889,2187.1316,7,1.0121143304776028
F00037,2023-07-01,I55,R06,17,I55,R06,92635.9,R06,I55,OHG,22,1998,475527.81,NA,-0.34615384615384615,5449.1705882352935,7,1.9500865565123906
F00038,2023-07-01,C29,R02,19,C29,R02,120795.26,R02,C29,Einzelunternehmen,21,1990,186677.94,NA,-0.24,6357.645263157894,7,1.6465723829919074
F00039,2023-07-01,G47,R01,20,G47,R01,16298.58,R01,G47,Einzelunternehmen,24,2014,206435.78,NA,0.05263157894736842,814.929,7,0.6267784224073965
F00040,2023-07-01,G47,R01,13,G47,R01,54824.01,R01,G47,GmbH,19,1996,110250.77,NA,-0.4090909090909091,4217.231538461539,7,1.3514896791284936
F00041,2023-07-01,I56,R08,22,I56,R08,8369.3,R08,I56,GmbH,33,1985,1092438.8,NA,0.5714285714285714,380.42272727272723,7,0.2450516902477886
F00042,2023-07-01,C10,R09,14,C10,R09,18655,R09,C10,AG,29,2018,118816.75,NA,-0.5625,1332.5,7,0.4113879899258642
F00043,2023-07-01,C29,R06,20,C29,R06,18668.12,R06,C29,AG,29,1972,90658.61,NA,-0.09090909090909091,933.406,7,0.5823617552878165
F00044,2023-07-01,I56,R08,25,I56,R08,65483.71,R08,I56,KG,23,1990,28029.5,NA,0.3157894736842105,2619.3484,7,1.5276945140237874
F00045,2023-07-01,G47,R02,17,G47,R02,87170.26,R02,G47,AG,26,1971,221905.04,NA,-0.22727272727272727,5127.662352941176,7,1.78500557300647
F00046,2023-07-01,H49,R04,13,H49,R04,33013.51,R04,H49,KG,21,2018,158164.04,NA,-0.2777777777777778,2539.5007692307695,7,0.43900887716057463
F00047,2023-07-01,H49,R08,16,H49,R08,45444.77,R08,H49,GmbH,30,2017,483441.14,NA,-0.36,2840.298125,7,1.0313471236694416
F00048,2023-07-01,G47,R01,20,G47,R01,37921.62,R01,G47,GmbH,23,2006,1021516.11,NA,-0.047619047619047616,1896.0810000000001,7,0.6211881129353213
F00049,2023-07-01,I55,R05,19,I55,R05,58417.64,R05,I55,GmbH,15,2008,48162.53,NA,0.35714285714285715,3074.6126315789475,7,1.0793808737511879
F00050,2023-07-01,H49,R02,17,H49,R02,30532.31,R02,H49,AG,31,1983,36663.02,NA,-0.39285714285714285,1796.0182352941176,7,0.5034831372294231
F00051,2023-07-01,C10,R05,23,C10,R05,77157.4,R05,C10,KG,32,1988,109093.78,NA,0.09523809523809523,3354.669565217391,7,1.0625414724971713
F00052,2023-07-01,H49,R06,15,H49,R06,90216.31,R06,H49,AG,23,2012,184664.98,NA,-0.3181818181818182,6014.420666666667,7,2.5838497154890017
F00053,2023-07-01,I55,R09,23,I55,R09,120931.92,R09,I55,KG,23,2007,70776.54,NA,0.6428571428571429,5257.909565217391,7,2.2681571721876357
F00054,2023-07-01,I56,R06,20,I56,R06,12141.4,R06,I56,GmbH,37,2004,15906.7,NA,0.25,607.0699999999999,7,0.21064729054574097
F00055,2023-07-01,I55,R08,18,I55,R08,43976.55,R08,I55,GmbH,24,1984,1045724.36,NA,-0.25,2443.141666666667,7,1.606542039686674
F00056,2023-07-01,I55,R07,14,I55,R07,39969.81,R07,I55,OHG,21,2017,137696.8,NA,-0.2631578947368421,2854.9864285714284,7,1.157584226756295
F00057,2023-07-01,C29,R08,22,C29,R08,4809.95,R08,C29,OHG,29,2001,851064.99,NA,0,218.6340909090909,7,0.066721266468805
F00058,2023-07-01,I55,R04,9,I55,R04,121254.61,R04,I55,KG,23,1996,361910.4,NA,-0.55,13472.734444444444,7,3.009092698121678
F00059,2023-07-01,I55,R06,14,I55,R06,183776.86,R06,I55,KG,24,1988,160375.57,NA,-0.36363636363636365,13126.91857142857,7,2.996343446369052
F00060,2023-07-01,H49,R05,18,H49,R05,21109.19,R05,H49,KG,32,1968,365756.28,NA,0.6363636363636364,1172.7327777777778,7,0.4003945488676257
F00061,2023-07-01,I55,R03,20,I55,R03,65114.05,R03,I55,KG,29,1990,141290.46,NA,0.1111111111111111,3255.7025000000003,7,0.6404116859990477
F00062,2023-07-01,C10,R08,26,C10,R08,27662.77,R08,C10,Einzelunternehmen,32,1973,631471.24,NA,0.4444444444444444,1063.9526923076924,7,0.6707676685743738
F00063,2023-07-01,I56,R08,18,I56,R08,77791.19,R08,I56,AG,19,1981,45505.07,NA,-0.14285714285714285,4321.732777777778,7,1.5410565231300053
F00064,2023-07-01,I55,R07,18,I55,R07,4106.23,R07,I55,KG,30,2007,136342.49,NA,-0.05263157894736842,228.12388888888887,7,0.08137472243900692
F00065,2023-07-01,G47,R08,15,G47,R08,62243.57,R08,G47,OHG,29,2021,194614.67,NA,-0.21052631578947367,4149.571333333333,7,0.8762335081859809
F00066,2023-07-01,I55,R02,20,I55,R02,27369.28,R02,I55,AG,22,1995,360260.66,NA,-0.13043478260869565,1368.464,7,0.7362519258356641
F00067,2023-07-01,C10,R02,22,C10,R02,4610.38,R02,C10,KG,37,1968,99822.9,NA,0.375,209.56272727272727,7,0.13237430962330482
F00068,2023-07-01,G47,R10,27,G47,R10,21465.34,R10,G47,Einzelunternehmen,31,2001,671149.58,NA,0.8,795.0125925925926,7,0.2889153198438105
F00069,2023-07-01,H49,R10,14,H49,R10,23655.85,R10,H49,GmbH,25,1972,88619.87,NA,-0.3,1689.7035714285714,7,0.5561962574544783
F00070,2023-07-01,H49,R09,21,H49,R09,26989.29,R09,H49,AG,26,2016,44694.37,NA,0.23529411764705882,1285.2042857142858,7,0.6471308518698334
F00071,2023-07-01,H49,R07,24,H49,R07,10042.28,R07,H49,OHG,33,2009,282018.16,NA,0.09090909090909091,418.42833333333334,7,0.16751137982650913
F00072,2023-07-01,C10,R01,22,C10,R01,12405.87,R01,C10,KG,25,1977,290671.15,NA,-0.18518518518518517,563.9031818181819,7,0.3961807195085788
F00073,2023-07-01,I56,R04,19,I56,R04,26313.79,R04,I56,Einzelunternehmen,33,2018,71338.34,NA,0.05555555555555555,1384.9363157894738,7,0.5968162928473953
F00074,2023-07-01,C29,R04,16,C29,R04,54844.36,R04,C29,GmbH,31,1981,277607.11,NA,-0.23809523809523808,3427.7725,7,1.0799967882298898
F00075,2023-07-01,G47,R07,15,G47,R07,51652.13,R07,G47,Einzelunternehmen,23,1966,110368.15,NA,-0.21052631578947367,3443.4753333333333,7,1.1312454933644
F00076,2023-07-01,C29,R09,16,C29,R09,20676.51,R09,C29,GmbH,38,1993,103374.09,NA,0,1292.281875,7,0.45331996724787743
F00077,2023-07-01,H49,R07,21,H49,R07,54622.95,R07,H49,KG,24,1984,24224.03,NA,0.5,2601.092857142857,7,1.116930900176318
F00078,2023-07-01,I55,R07,24,I55,R07,116421.88,R07,I55,KG,33,1973,165047.06,NA,0.5,4850.911666666667,7,2.132250314672171
F00079,2023-07-01,G47,R04,16,G47,R04,12638.18,R04,G47,OHG,28,2011,139620.44,NA,-0.058823529411764705,789.88625,7,0.4379553595459024
F00080,2023-07-01,I56,R05,14,I56,R05,20352.95,R05,I56,KG,18,2008,181847.43,NA,-0.46153846153846156,1453.7821428571428,7,0.6338764224985314
F00081,2023-07-01,C10,R04,14,C10,R04,84686.17,R04,C10,Einzelunternehmen,19,1973,69532.02,NA,-0.17647058823529413,6049.012142857143,7,2.3338436062532146
F00082,2023-07-01,G47,R04,30,G47,R04,39654.55,R04,G47,Einzelunternehmen,24,2010,706535.49,NA,0.5789473684210527,1321.8183333333334,7,0.8811115796995633
F00083,2023-07-01,H49,R02,25,H49,R02,27378.58,R02,H49,GmbH,31,1968,1285407.84,NA,0.9230769230769231,1095.1432,7,0.5628750178413189
F00084,2023-07-01,H49,R08,23,H49,R08,23855.13,R08,H49,GmbH,24,2021,31770.38,NA,0.21052631578947367,1037.1795652173914,7,0.5795921504383503
F00085,2023-07-01,C10,R05,25,C10,R05,63226.91,R05,C10,OHG,27,2016,277752.52,NA,0.3157894736842105,2529.0764,7,1.2830640843162238
F00086,2023-07-01,C10,R09,17,C10,R09,34342.3,R09,C10,KG,23,2020,121650.81,NA,0,2020.1352941176472,7,0.6934278204000213
F00087,2023-07-01,I55,R07,27,I55,R07,38866.53,R07,I55,GmbH,27,1969,501324.09,NA,0.5,1439.501111111111,7,0.7517241928421744
F00088,2023-07-01,H49,R04,23,H49,R04,12206.47,R04,H49,KG,26,1975,162594.85,NA,0.15,530.7160869565217,7,0.3155664695744793
F00089,2023-07-01,G47,R05,26,G47,R05,55808.7,R05,G47,Einzelunternehmen,21,1982,57014.06,NA,-0.13333333333333333,2146.4884615384613,7,1.3594680225665743
F00090,2023-07-01,C29,R04,31,C29,R04,100868.57,R04,C29,OHG,28,2011,77523.73,NA,0.06896551724137931,3253.824838709678,7,2.2611139011272257
F00091,2023-07-01,I56,R06,22,I56,R06,22537.86,R06,I56,OHG,29,1965,578096.01,NA,0.047619047619047616,1024.4481818181819,7,0.4139827912651134
F00092,2023-07-01,C10,R10,16,C10,R10,100136.56,R10,C10,Einzelunternehmen,27,1999,257085.19,NA,-0.30434782608695654,6258.535,7,1.86171927612626
F00093,2023-07-01,G47,R04,29,G47,R04,21977.42,R04,G47,GmbH,25,2003,523153.23,NA,0.7058823529411765,757.8420689655172,7,0.7185551683752837
F00094,2023-07-01,C29,R04,23,C29,R04,58290.4,R04,C29,OHG,25,1974,57951.68,NA,0.2777777777777778,2534.365217391304,7,1.0396352342311181
F00095,2023-07-01,I55,R03,24,I55,R03,7089.54,R03,I55,AG,27,1970,840089.84,NA,0.2,295.3975,7,0.13808623850348956
F00096,2023-07-01,H49,R05,30,H49,R05,42731.97,R05,H49,AG,26,1971,75296.03,NA,0.5789473684210527,1424.3990000000001,7,0.9198483213568956
F00097,2023-07-01,C10,R10,25,C10,R10,45873.98,R10,C10,Einzelunternehmen,25,1984,1028202.56,NA,0.19047619047619047,1834.9592000000002,7,1.2785230433529051
F00098,2023-07-01,C29,R09,18,C29,R09,63181.64,R09,C29,KG,27,2009,106392.48,NA,0.2,3510.091111111111,7,1.39852367132079
F00099,2023-07-01,G47,R10,24,G47,R10,10285.5,R10,G47,Einzelunternehmen,29,2008,195674.34,NA,-0.04,428.5625,7,0.2053841409450456
F00100,2023-07-01,G47,R06,29,G47,R06,20538.12,R06,G47,KG,23,1988,123516.73,NA,0.6111111111111112,708.2110344827586,7,0.3833587653747189
F00101,2023-07-01,C10,R03,13,C10,R03,24454.95,R03,C10,Einzelunternehmen,35,2000,163351.26,NA,-0.23529411764705882,1881.15,7,0.4819299883787547
F00102,2023-07-01,C29,R08,20,C29,R08,10812.48,R08,C29,AG,26,1978,139035.35,NA,0.17647058823529413,540.624,7,0.34441741865051245
F00103,2023-07-01,C10,R02,20,C10,R02,27660.37,R02,C10,Einzelunternehmen,17,2016,78433.17,NA,-0.16666666666666666,1383.0185,7,0.593866882096189
F00104,2023-07-01,C29,R07,20,C29,R07,45652.81,R07,C29,Einzelunternehmen,23.5,1970,217078,NA,-0.3103448275862069,2282.6405,7,1.1099999592741403
F00105,2023-07-01,I56,R04,20,I56,R04,28397.01,R04,I56,GmbH,22,2020,38707.13,NA,0.17647058823529413,1419.8505,7,1.0500990673103021
F00106,2023-07-01,H49,R05,21,H49,R05,201546.57,R05,H49,OHG,24,2002,123359.3,NA,-0.16,9597.455714285714,7,2.7075928314269087
F00107,2023-07-01,H49,R01,12,H49,R01,27778.8,R01,H49,GmbH,27,2007,517481.48,NA,-0.5555555555555556,2314.9,7,0.9192797472897366
F00108,2023-07-01,I56,R02,20,I56,R02,38989.77,R02,I56,KG,27,1969,84523.85,NA,0.05263157894736842,1949.4885,7,0.6358051139019619
F00109,2023-07-01,I56,R02,11,I56,R02,12418.253606557377,R02,I56,Einzelunternehmen,25,2016,379377.55,NA,-0.3888888888888889,1128.9321460506706,7,0.2797363715913354
F00110,2023-07-01,G47,R10,25,G47,R10,39864.12,R10,G47,OHG,30,2014,133904.53,NA,-0.16666666666666666,1594.5648,7,0.8357500380994634
F00111,2023-07-01,C10,R01,18,C10,R01,43241.75,R01,C10,KG,32,1977,37030.52,NA,0.125,2402.3194444444443,7,1.087779302100676
F00112,2023-07-01,G47,R07,19,G47,R07,14688.7,R07,G47,Einzelunternehmen,29,2007,98862.8,NA,0,773.0894736842106,7,0.4332494663662918
F00113,2023-07-01,C10,R02,25,C10,R02,73668.17,R02,C10,Einzelunternehmen,30,1981,556692.35,NA,0.041666666666666664,2946.7268,7,1.2535876336160305
F00114,2023-07-01,H49,R01,19,H49,R01,63125.48262295082,R01,H49,AG,37,1972,170165.54,NA,0.11764705882352941,3322.3938222605693,7,1.0911723157702056
F00115,2023-07-01,C10,R07,18,C10,R07,48934.05,R07,C10,OHG,33,2011,128227.54,NA,-0.3333333333333333,2718.5583333333334,7,0.9450414160105214
F00116,2023-07-01,C29,R04,19,C29,R04,41171.64,R04,C29,KG,30,2001,179819.66,NA,0,2166.9284210526316,7,0.6737345888192658
F00117,2023-07-01,H49,R01,17,H49,R01,4264.89,R01,H49,AG,23,2013,70967.17,NA,0.21428571428571427,250.8758823529412,7,0.08584647630712013
F00118,2023-07-01,C10,R08,18,C10,R08,330295.17,R08,C10,OHG,21,1965,216020.93,NA,-0.05263157894736842,18349.731666666667,7,3.512768358785914
F00119,2023-07-01,I55,R06,19,I55,R06,25125.595409836067,R06,I55,KG,25,1975,27814.37,NA,-0.2962962962962963,1322.3997584124245,7,0.5602592842466438
F00120,2023-07-01,G47,R10,17,G47,R10,47823.1,R10,G47,Einzelunternehmen,21,2008,402789.88,NA,-0.2608695652173913,2813.1235294117646,7,1.0666968346383618
F00121,2023-07-01,G47,R07,19,G47,R07,7902.74,R07,G47,KG,27,1972,276994.3,NA,0.35714285714285715,415.9336842105263,7,0.22452354298045135
F00122,2023-07-01,H49,R10,19,H49,R10,62485.46,R10,H49,OHG,22,1984,206128.66,NA,0.05555555555555555,3288.7084210526314,7,0.9398862543192494
F00123,2023-07-01,I55,R04,15,I55,R04,19058,R04,I55,AG,30,2019,309519.21,NA,-0.16666666666666666,1270.5333333333333,7,0.49505993198186177
F00124,2023-07-01,C10,R09,19,C10,R09,41907.96,R09,C10,GmbH,20,2020,114930.17,NA,-0.17391304347826086,2205.682105263158,7,0.7844200713125151
F00125,2023-07-01,C10,R01,23,C10,R01,37525.37,R01,C10,AG,25,1998,182667.43,NA,0.15,1631.5378260869566,7,0.5756423980542635
F00126,2023-07-01,H49,R06,11,H49,R06,30713.19,R06,H49,GmbH,27,1976,447527.03,NA,-0.35294117647058826,2792.1081818181815,7,0.6645516170555004
F00127,2023-07-01,G47,R01,18,G47,R01,29702.82,R01,G47,KG,32,2006,60898.78,NA,-0.47058823529411764,1650.1566666666668,7,0.569193878572067
F00128,2023-07-01,C29,R08,17,C29,R08,31086.93,R08,C29,Einzelunternehmen,36,2007,161653.26,NA,0.5454545454545454,1828.6429411764707,7,0.6622848719750841
F00129,2023-07-01,I55,R09,16,I55,R09,32129.3,R09,I55,GmbH,21,1997,315170.58,NA,-0.1111111111111111,2008.08125,7,0.776685189858401
F00130,2023-07-01,I56,R10,15,I56,R10,49709.63,R10,I56,Einzelunternehmen,27,1987,212982.88,NA,-0.21052631578947367,3313.9753333333333,7,1.2384632270204574
F00131,2023-07-01,I55,R07,18,I55,R07,48240.76,R07,I55,AG,25,1997,181777.34,NA,-0.05263157894736842,2680.0422222222223,7,1.2959163153104052
F00132,2023-07-01,I55,R07,14,I55,R07,33862.4,R07,I55,GmbH,22,1978,405432.04,NA,-0.125,2418.7428571428572,7,0.9068500150896629
F00133,2023-07-01,I56,R10,18,I56,R10,42156.81,R10,I56,Einzelunternehmen,25,1988,776454.72,NA,-0.21739130434782608,2342.045,7,0.5833169318763712
F00134,2023-07-01,C10,R04,20,C10,R04,7673.24,R04,C10,Einzelunternehmen,16,1979,196392.51,NA,0.3333333333333333,383.662,7,0.1793121503803828
F00135,2023-07-01,H49,R04,16,H49,R04,13264.81,R04,H49,OHG,16,1987,251585.73,NA,-0.4074074074074074,829.050625,7,0.22381848007836544
F00136,2023-07-01,G47,R06,18,G47,R06,41901.67,R06,G47,GmbH,37,2022,142255.91,NA,-0.21739130434782608,2327.8705555555553,7,1.3515951614499135
F00137,2023-07-01,C29,R05,20,C29,R05,35472.52,R05,C29,OHG,22,2001,702461.48,NA,0.42857142857142855,1773.6259999999997,7,0.6818674410785966
F00138,2023-07-01,G47,R02,14,G47,R02,70714.97,R02,G47,GmbH,26,2014,160909.25,NA,-0.06666666666666667,5051.069285714286,7,2.3721354226069313
F00139,2023-07-01,H49,R04,20,H49,R04,61159.47,R04,H49,GmbH,21,1988,89358.73,NA,-0.09090909090909091,3057.9735,7,1.3567619591056732
F00140,2023-07-01,I56,R06,18,I56,R06,106093.64,R06,I56,KG,30,2013,481781.09,NA,0.38461538461538464,5894.091111111111,7,2.456269966348319
F00141,2023-07-01,C10,R05,24,C10,R05,60422.43,R05,C10,KG,28,1981,42481.55,NA,0.09090909090909091,2517.60125,7,1.1800805454284011
F00142,2023-07-01,I55,R09,15,I55,R09,26748.31,R09,I55,KG,27,2022,76357.25,NA,0,1783.2206666666668,7,0.5460545753256643
F00143,2023-07-01,C29,R03,15,C29,R03,38268.31,R03,C29,GmbH,31,2016,55701.36,NA,-0.25,2551.2206666666666,7,0.6278717301107541
F00144,2023-07-01,I55,R03,19,I55,R03,95520.41,R03,I55,Einzelunternehmen,31,1973,198580.97,NA,0.05555555555555555,5027.39,7,1.9439940670988491
F00145,2023-07-01,G47,R08,18,G47,R08,159944.81,R08,G47,OHG,29,1975,46417.27,NA,-0.3076923076923077,8885.822777777777,7,2.3914637151137774
F00146,2023-07-01,I55,R08,17,I55,R08,19324.4,R08,I55,GmbH,26,2017,221558.8,NA,0.0625,1136.729411764706,7,0.3356628823515629
F00147,2023-07-01,I56,R10,20,I56,R10,75730.73,R10,I56,AG,29,2014,95170.36,NA,-0.047619047619047616,3786.5364999999997,7,2.038976574476987
F00148,2023-07-01,I55,R08,24,I55,R08,21562.98,R08,I55,Einzelunternehmen,28,2005,156960.25,NA,0.5,898.4575,7,0.49889456102507274
F00149,2023-07-01,G47,R08,15,G47,R08,48009.97,R08,G47,AG,27,2009,66266.4,NA,-0.0625,3200.6646666666666,7,1.1528774207099115
F00150,2023-07-01,G47,R10,23,G47,R10,15308.27,R10,G47,GmbH,28,1982,356915.3,NA,0.15,665.5769565217391,7,0.4183114511741985
F00151,2023-07-01,C29,R01,21,C29,R01,23006,R01,C29,KG,22,1967,103925.27,NA,-0.34375,1095.5238095238096,7,0.6941942476564984
F00152,2023-07-01,I56,R09,21,I56,R09,14663.76,R09,I56,GmbH,27,2019,278246.9,NA,0.16666666666666666,698.2742857142857,7,0.39404010851507626
